epoch,lr,train_time[sec],train_loss,train_acc@1,train_f1s,val_time[sec],val_loss,val_acc@1,val_f1s
0.0,0.0005,10.0,1.0288130092768022,61.766975308641975,0.6154365473459775,16.0,0.7214836935243469,75.95375722543352,0.7562058642113166
1.0,0.0005,9.0,0.7387374297336295,73.45679012345678,0.7345544295139319,7.0,0.49203824914562533,84.16184971098266,0.8423870021851609
2.0,0.0005,10.0,0.693228036073255,75.0,0.7472397070716944,6.0,0.46698873962882026,83.58381502890174,0.8364205864131048
3.0,0.0005,10.0,0.6220006962065343,77.1604938271605,0.7701004953682058,7.0,0.5454009484310476,81.15606936416185,0.8073956133028108
4.0,0.0005,9.0,0.5787879158685236,78.24074074074075,0.782417268216951,7.0,0.4451465542165756,85.54913294797687,0.8547265389001053
5.0,0.0005,9.0,0.5797368471085289,78.70370370370371,0.7871579738352817,6.0,0.42374809157654086,86.70520231213872,0.8688745451047662
6.0,0.0005,10.0,0.544785747833458,80.36265432098766,0.8031685406153443,6.0,0.415063410507866,86.58959537572254,0.8643589266661967
7.0,0.0005,10.0,0.5507317337632915,80.13117283950618,0.7998390906143292,6.0,0.40793796593324694,86.9364161849711,0.8677535115974727
8.0,0.0005,9.0,0.495602586341125,82.17592592592592,0.8213102079183974,7.0,0.3773003480643622,87.74566473988439,0.8760294479674127
9.0,0.0005,10.0,0.4904419978459676,82.48456790123457,0.824095540627857,6.0,0.4064760558612067,88.09248554913295,0.8795791928305405
10.0,0.0005,10.0,0.48061135940161753,83.14043209876543,0.8312068338855665,6.0,0.4030251221561692,86.82080924855491,0.868039086532678
11.0,0.0005,10.0,0.46086461064808165,82.63888888888889,0.8255205720142621,7.0,0.3582910874597384,87.86127167630057,0.8788512115727874
12.0,0.0005,9.0,0.46674238163747905,82.75462962962963,0.8271305603302513,7.0,0.4784174928016021,83.81502890173411,0.8371006573014619
13.0,0.0005,10.0,0.46911299348245433,83.06327160493827,0.8300256281904259,6.0,0.38335660776851566,89.2485549132948,0.8926347019937969
14.0,0.0005,10.0,0.41885889707892027,84.87654320987654,0.8480786678949203,7.0,0.45934462459594677,85.20231213872832,0.8498882413961983
15.0,0.0005,9.0,0.45243378294010955,83.44907407407408,0.8329975624564907,7.0,0.3903491145875332,87.28323699421965,0.8728078989934003
16.0,0.0005,9.0,0.43534513751481785,84.79938271604938,0.8470655837713252,7.0,0.41022733351639407,86.70520231213872,0.8688691267029125
17.0,0.0005,10.0,0.38366561635960766,86.72839506172839,0.8662472664146517,6.0,0.4083269640871344,85.66473988439306,0.8561466282549317
18.0,0.0005,10.0,0.38304462693171737,86.11111111111111,0.8594953450837162,7.0,0.32937542888126603,89.01734104046243,0.8903122210219301
19.0,0.0005,10.0,0.37014678801283424,86.49691358024691,0.8650125473255791,6.0,0.359612935526997,89.13294797687861,0.8899354458798505
20.0,0.0005,10.0,0.4357672859857112,84.10493827160494,0.8403074069321669,6.0,0.33811250749753885,89.59537572254335,0.8958974136639352
21.0,0.0005,10.0,0.36714156089281597,87.15277777777777,0.870793159196048,6.0,0.3929022722100609,87.97687861271676,0.8780170343693701
22.0,0.0005,10.0,0.36655729666444253,86.57407407407408,0.8666238099704575,7.0,0.351667218372404,88.09248554913295,0.8791162919311268
23.0,0.0005,9.0,0.3650864022841424,86.57407407407408,0.8657824541851677,7.0,0.33172179565008947,88.4393063583815,0.8832786806222372
24.0,0.0005,10.0,0.3881511530482475,86.26543209876543,0.8619254261066012,6.0,0.39623191034089345,87.6300578034682,0.8748884157310574
25.0,0.0005,10.0,0.3807229240781363,86.30401234567901,0.86245182022316,7.0,0.377259932042851,87.74566473988439,0.8763350952826245
26.0,0.0005,10.0,0.35335991182077076,87.3070987654321,0.8726666996775169,7.0,0.35731438499738477,88.78612716763006,0.8874578468777509
27.0,0.0005,9.0,0.35075781661672173,87.5,0.8738035117250785,7.0,0.3810255636329302,88.32369942196532,0.883403142045028
28.0,0.0005,10.0,0.3390327891748812,87.84722222222223,0.8778393299738989,6.0,0.4003976853966021,86.35838150289017,0.8640521757620835
29.0,0.0005,10.0,0.35097228493081567,87.80864197530865,0.8779750888406218,6.0,0.37890277288325375,87.74566473988439,0.8776369167516908
30.0,0.0005,9.0,0.3406530128401003,87.77006172839506,0.8762513475817879,7.0,0.3629117990456157,88.67052023121387,0.8853493413775336
31.0,0.0005,10.0,0.33192963610736675,87.92438271604938,0.8782923657679348,7.0,0.3509139754846592,88.4393063583815,0.8834078592503871
32.0,0.0005,10.0,0.30059333031790125,89.23611111111111,0.8906607703728733,6.0,0.3680120972407033,88.55491329479769,0.8833160982867729
33.0,0.0005,10.0,0.3098354201855851,88.8503086419753,0.8881126763065332,7.0,0.3153984241007009,90.86705202312139,0.9079652505877631
34.0,0.0005,9.0,0.29573052125856464,89.35185185185185,0.8937439526841029,7.0,0.3732743936089929,88.55491329479769,0.885147892261727
35.0,0.0005,10.0,0.316915786066265,88.04012345679013,0.8801773060633054,6.0,0.308116395381581,90.17341040462428,0.9008782371238093
36.0,0.0005,10.0,0.2989716816601562,89.35185185185185,0.8933552170713573,6.0,0.34895206104018306,88.09248554913295,0.8807750346164497
37.0,0.0005,10.0,0.2932133848123528,89.50617283950618,0.894375932376043,7.0,0.33830022959804634,89.94219653179191,0.8986641955864505
38.0,0.0005,9.0,0.29012728072013017,89.42901234567901,0.8943552065543837,7.0,0.34400919703368027,89.47976878612717,0.8949668717343078
39.0,0.0005,10.0,0.28660446707803156,89.73765432098766,0.8962685561668522,6.0,0.2988347677862535,91.21387283236994,0.911518638465236
40.0,0.0005,10.0,0.2768649851765346,89.15895061728395,0.8917711560365872,7.0,0.3198965142244121,90.98265895953757,0.9091710432484614
41.0,0.0005,10.0,0.2881128447199309,89.85339506172839,0.8975327180238407,7.0,0.3151789903576943,90.86705202312139,0.908755211245548
42.0,0.0005,10.0,0.31638156029361264,89.00462962962963,0.8899516789536703,6.0,0.4667424235218309,88.20809248554913,0.8817573386377155
