image_path,class_id,label
./dataset/flowers/daisy/14167534527_781ceb1b7a_n.jpg,0,daisy
./dataset/flowers/daisy/34718882165_68cdc9def9_n.jpg,0,daisy
./dataset/flowers/daisy/5512287917_9f5d3f0f98_n.jpg,0,daisy
./dataset/flowers/daisy/33837577463_1ae52a3726_n.jpg,0,daisy
./dataset/flowers/daisy/34638378196_216d5bbc2e_n.jpg,0,daisy
./dataset/flowers/daisy/7320089276_87b544e341.jpg,0,daisy
./dataset/flowers/daisy/8719756744_34a5a83976_n.jpg,0,daisy
./dataset/flowers/daisy/5110107234_12ddc0206b_m.jpg,0,daisy
./dataset/flowers/daisy/20773528301_008fcbc5a1_n.jpg,0,daisy
./dataset/flowers/daisy/5632774792_0fa33d17eb_n.jpg,0,daisy
./dataset/flowers/daisy/12891819633_e4c82b51e8.jpg,0,daisy
./dataset/flowers/daisy/7630517248_98fb8bee1f_n.jpg,0,daisy
./dataset/flowers/daisy/11023214096_b5b39fab08.jpg,0,daisy
./dataset/flowers/daisy/3474942718_c418dae6f1.jpg,0,daisy
./dataset/flowers/daisy/3084924076_4d5c5711af_m.jpg,0,daisy
./dataset/flowers/daisy/14471433500_cdaa22e3ea_m.jpg,0,daisy
./dataset/flowers/daisy/3711723108_65247a3170.jpg,0,daisy
./dataset/flowers/daisy/705422469_ffa28c566d.jpg,0,daisy
./dataset/flowers/daisy/4318007511_e9f4311936_n.jpg,0,daisy
./dataset/flowers/daisy/520752848_4b87fb91a4.jpg,0,daisy
./dataset/flowers/daisy/147068564_32bb4350cc.jpg,0,daisy
./dataset/flowers/daisy/6046940312_8faf552f3e_n.jpg,0,daisy
./dataset/flowers/daisy/14523675369_97c31d0b5b.jpg,0,daisy
./dataset/flowers/daisy/16056178001_bebc2153fe_n.jpg,0,daisy
./dataset/flowers/daisy/34076975155_1faeedec90_n.jpg,0,daisy
./dataset/flowers/daisy/5608389827_a42a46f760.jpg,0,daisy
./dataset/flowers/daisy/15853110333_229c439e7f.jpg,0,daisy
./dataset/flowers/daisy/13491959645_2cd9df44d6_n.jpg,0,daisy
./dataset/flowers/daisy/34637970155_a2b917077c_n.jpg,0,daisy
./dataset/flowers/daisy/2621723097_736febb4a4_n.jpg,0,daisy
./dataset/flowers/daisy/5087720485_c0914fb623.jpg,0,daisy
./dataset/flowers/daisy/2481823240_eab0d86921.jpg,0,daisy
./dataset/flowers/daisy/134409839_71069a95d1_m.jpg,0,daisy
./dataset/flowers/daisy/14350958832_29bdd3a254.jpg,0,daisy
./dataset/flowers/daisy/174131220_c853df1287.jpg,0,daisy
./dataset/flowers/daisy/33836936163_2dce95ee4d_n.jpg,0,daisy
./dataset/flowers/daisy/14600779226_7bbc288d40_m.jpg,0,daisy
./dataset/flowers/daisy/2520369272_1dcdb5a892_m.jpg,0,daisy
./dataset/flowers/daisy/7416083788_fcb4c4f27e_n.jpg,0,daisy
./dataset/flowers/daisy/7199968650_72afc16d31_m.jpg,0,daisy
./dataset/flowers/daisy/8742143296_fed9fa007c.jpg,0,daisy
./dataset/flowers/daisy/14402451388_56545a374a_n.jpg,0,daisy
./dataset/flowers/daisy/4511693548_20f9bd2b9c_m.jpg,0,daisy
./dataset/flowers/daisy/4281102584_c548a69b81_m.jpg,0,daisy
./dataset/flowers/daisy/1955336401_fbb206d6ef_n.jpg,0,daisy
./dataset/flowers/daisy/34287492780_6dab677857_n.jpg,0,daisy
./dataset/flowers/daisy/4222584034_8964cbd3de.jpg,0,daisy
./dataset/flowers/daisy/33923454163_9cabcaa733_n.jpg,0,daisy
./dataset/flowers/daisy/8382667241_0f046cecdb_n.jpg,0,daisy
./dataset/flowers/daisy/15327813273_06cdf42210.jpg,0,daisy
./dataset/flowers/daisy/7790614422_4557928ab9_n.jpg,0,daisy
./dataset/flowers/daisy/4085794721_7cd88e0a6c_m.jpg,0,daisy
./dataset/flowers/daisy/3025866885_22fb0b61c6_n.jpg,0,daisy
./dataset/flowers/daisy/3758221664_b19116d61f.jpg,0,daisy
./dataset/flowers/daisy/10391248763_1d16681106_n.jpg,0,daisy
./dataset/flowers/daisy/5665838969_fe217988b9_m.jpg,0,daisy
